pontosfrageis,pontosfortes,,
"Proximidade com pontos de tráfico de drogas;
Presença de usuários na escola;
Despreparo dos profissionais da educação para lidar com o assunto;","Atenção dos profissionais da educação para a mudança de comportamento dos alunos;
Parceria com a polícia militar - Programa  PROERD;
Encaminhamento dos alunos em situação de risco aos órgãos responsáveis.",3,PUD002-2014.1-A
Falta de apoio das famílias; Falta de um colegiado atuante; Falta de profissionais engajados na busca de solucionar problemas. Muitos usuários de drogas; Alunos fumando maconha na escola.,Vontade de melhorar a situação por parte da direção e de 80% dos profissionais;,3,PUD002-2014.1-A
"1.     Presença do uso de drogas lícitas e ilícitas no ambiente familiar.
2.	Ausência de parcerias com entidades sociais.
3.	Relações conflituosas na família.
4.	Ausência de referência de autoridade e limites definidos e respeitados no âmbito familiar.
5.	Ausência de relações de cooperação entre família escolar.","1.	Pertencimento e valorização do aluno pela escola.
2.	Presença de regras claras e referências de autoridades na escola.
3.	Presença de afetividade e confiança no ambiente escolar.
4.	Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes. 
5.	Estímulo e exercício dos princípios de altruísmo e cooperação.",3,PUD002-2014.1-A
"1.     Presença do uso de drogas lícitas e ilícitas no ambiente familiar.
2.	Ausência de parcerias com entidades sociais.
3.	Relações conflituosas na família.
4.	Ausência de referência de autoridade e limites definidos e respeitados no âmbito familiar.
5.	Ausência de relações de cooperação entre família escolar.","1.     Pertencimento e valorização do aluno pela escola.
2.	Presença de regras claras e referências de autoridades na escola.
3.	Presença de afetividade e confiança no ambiente escolar.
4.	Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes. 
5.	Estímulo e exercício dos princípios de altruísmo e cooperação.",3,PUD002-2014.1-A
"1.      Presença do uso de drogas lícitas e ilícitas no ambiente familiar.
2.	Ausência de parcerias com entidades sociais.
3.	Relações conflituosas na família.
4.	Ausência de referência de autoridade e limites definidos e respeitados no âmbito familiar.
5.	Ausência de relações de cooperação entre família escolar.","1.	Pertencimento e valorização do aluno pela escola.
2.	Presença de regras claras e referências de autoridades na escola.
3.	Presença de afetividade e confiança no ambiente escolar.
4.	Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes. 
5.	Estímulo e exercício dos princípios de altruísmo e cooperação.",3,PUD002-2014.1-A
"1-Família desestruturada
2-Desmotivação dos alunos para as atividades escolares
3-Desrespeito às regras escolares
4-Um festival chamado “Maratoma”, onde a bebida é o motivo da reunião dos jovens
5-Falta de atitude de pertencimento à comunidade escolar","1-Articulação da escola com parcerias e equipamentos sociais;
2-Promoção de práticas escolares participativas, criativas e estimulantes
3-Definição, comunicação e negociação de normas, regras e limites
4-Promoção de atividades sociais
5-Estímulo e exercício dos princípios de cooperação",3,PUD002-2014.1-A
Falta de estrutura adequada; pouco envolvimento da comunidade; falta de politicas públicas eficazes; projetos em conjunto com outros orgãos municipais.,"cooperação entre os educadores; busca sempre a parceria com a familia; procura realizar um trabalho com qualidade, mesmo diante das dificuldades; é dinâmica.",3,PUD002-2014.1-A
1- Proximidade com local de vendas e usuários de drogas.Os alunos se divertem contando ocorridos quando a polícia enfrenta os traficantes e os abate.,1- Os alunos são de faixa etária de 5 até 14 anos que vai da Pré-escola e 1º ciclo do E. Fundamental (5ºano). Esses alunos tendem a ouvir mais e a obedecer os professores e funcionários da escola.,3,PUD002-2014.1-A
"-  Realidade da comunidade.

-Tráfico de drogas e alcoolismo.

- Localização da escola (periferia)

- Descaso com a realidade da comunidade

- Parceria com outros órgãos.","- Interação com a comunidade (familiares e alunos).

- Equipe de trabalho comprometida e conscientizada.

- Planejamento e avaliação do trabalho realizado.

- Projetos culturais.

- PROERD- Voltado para o 5º ano",3,PUD002-2014.1-A
"1.      Presença do uso de drogas lícitas e ilícitas no ambiente familiar.
2.	Ausência de parcerias com entidades sociais.
3.	Relações conflituosas na família.
4.	Ausência de referência de autoridade e limites definidos e respeitados no âmbito familiar.
5.	Ausência de relações de cooperação entre família escolar.","1.     Pertencimento e valorização do aluno pela escola.
2.	Presença de regras claras e referências de autoridades na escola.
3.	Presença de afetividade e confiança no ambiente escolar.
4.	Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes. 
5.	Estímulo e exercício dos princípios de altruísmo e cooperação.",3,PUD002-2014.1-A
"1. Estabelecimentos Comerciais

2. Grêmio Estudantil 

3. Associação de Bairro
 
4. Estratégia Saúde da Família (ESF)

5. Profissionais de Equipe da Saúde","1.	Policia Militar 

2.	Conselho dos Direitos das 
Crianças e dos Adolescentes

3.	Assistência Social 

4.	Famílias de alunos 

5.	Projetos sobre Drogas – Diga não as Drogas",3,PUD002-2014.1-A
"- Incoerência na exigência de cumprimento das regras escolares: infelizmente isso acaba sendo comum entre os alunos, quando o assunto é drogas.
- vivência de exclusão na relações escolares: os adolescentes afetados, não consegue seguir as normas gerando as exclusão do recinto escolar.
_ Ausência de relações de cooperação entre a família e a escola:São características de convivo social entre as partes envolvidas, as pessoas acabam afastando do dependentes.
- distanciamento do professor-aluno: essa barreira acontece pelo medo do professora em não saber lidar com a situação e o aluno pelo domínio das drogas nas vida deles.
- Frustração e pressão diante das experiência de aprendizagem: O processo ensino aprendizagem acaba não acontecendo, o aluno se torna tão dependente das drogas, que diante do ensino aprendizagem se torne incapaz.
- Desmotivação e desengajamento em relação às atividades escolares: No recito escolar-familiar as atividades escolares são vista  pelos alunos  como uma expressão complicada de resolver, a motivação do aluno em aprender não acontece.","_Valorização da escola: cabe a escolar ter boas relações com seus alunos, afim de valoriza-lo.
- Presença de regras e referencia de autoridade na escola: no primeiro instante, o aluno é apresentando as regras escolares, a fim de que ele possa  ter uma boa relação aluno-professor e funcionários das escolas.
- Relação de respeito entre educador e aluno: fator principal para o convivo social no recinto escolar.
- Estímulos e motivação para as atividades escolares: Relação da escolar a todo momento e estimular  e motivar o aluno, conduzindo ele para a formação pessoal e profissional.
- A escola como ambiente seguro e protetor: O adolescente visa a todo momento o âmbito escolar como ponto de referencia e confiança para a sua vida pessoal.",3,PUD002-2014.1-A
"* Baixas expectativas e baixo investimento dos pais em relação ao futuro e projeto de vida dos filhos.

*Indisponibilidade de tempo por parte de alguns familiares para participar dos eventos da escola.

*Presença do uso de drogas lícitas e ilícitas no ambiente escolar.

*Proximidade da rede de distribuição de drogas com a escola.

*Desconhecimento da realidade de algumas das famílias atendidas pela escola.","*Presença de afetividade e confiança no ambiente escolar.

*Relações de respeito mútuo, compromisso e cooperação entre agentes educativos.

*Estímulo à  prática das atividades escolares.

*Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos.

*Abordagem reflexiva e pedagógica aos alunos, centrada em uma postura protetiva e inclusiva, sem repressão e estigmatização.",3,PUD002-2014.1-A
"1-	Família desestruturada
2-	Desmotivação dos alunos para as atividades escolares
3-	Desrespeito às regras escolares
4-	Um festival chamado “Maratoma”, onde a bebida é o motivo da reunião dos jovens
5-	Falta de atitude de pertencimento à comunidade escolar","1-	Articulação da escola com parcerias e equipamentos sociais
2-	Promoção de práticas escolares participativas, criativas e estimulantes
3-	Definição, comunicação e negociação de normas, regras e limites
4-	Promoção de atividades sociais
5-	Estímulo e exercício dos princípios de cooperação",3,PUD002-2014.1-A
"Localizado na divisa dos Municípios de Curitiba e Pinhais.
Tráfico de drogas nos dois municípios de fácil acesso.
Pais de alunos utilizam drogas lícitas e ilícitas.
Conflitos familiares envolvendo os pais das crianças.
Violência no ambiente familiar atinge o desenvolvimento do aluno.","Apesar da localização, algumas famílias realizam lazer entre os componentes familiares. 
Mesmo com o tráfico de drogas, muitas famílias conseguem ficar sem o abuso de drogas.
Pais que não usam de drogas nenhuma.
Muitas crianças moram com famílias bem estruturada.
Lares onde o respeito e a valorização da criança ajuda em seu desenvolvimento.",3,PUD002-2014.1-A
"Incoerência na exigência de cumprimento das regras escolares: infelizmente isso acaba sendo comum entre os alunos, quando o assunto é drogas.
- vivência de exclusão nas relações escolares: os adolescentes afetados, não consegue seguir as normas gerando a exclusão do recinto escolar.
_ Ausência de relações de cooperação entre a família e a escola: São características de convivo social entre as partes envolvidas, as pessoas acabam afastando do dependentes.
- distanciamento do professor-aluno: essa barreira acontece pelo medo da professora em não saber lidar com a situação e o aluno pelo domínio das drogas na vida deles.
- Frustração e pressão diante da experiência de aprendizagem: O processo ensino aprendizagem acaba não acontecendo, o aluno se torna tão dependente das drogas, que diante do ensino aprendizagem se torne incapaz.
- Desmotivação e desengajamento em relação às atividades escolares: No recito escolar-familiar as atividades escolares são vista  pelos alunos  como uma expressão complicada de resolver, a motivação do aluno em aprender não acontece.","Valorização da escola: cabe a escolar ter boas relações com seus alunos, afim de valoriza-lo.
- Presença de regras e referencia de autoridade na escola: no primeiro instante, o aluno é apresentando as regras escolares, a fim de que ele possa  ter uma boa relação aluno-professor e funcionários das escolas.
- Relação de respeito entre educador e aluno: fator principal para o convivo social no recinto escolar.
- Estímulos e motivação para as atividades escolares: Relação da escolar a todo o momento e estimular  e motivar o aluno, conduzindo ele para a formação pessoal e profissional.



- A escola como ambiente seguro e protetor: O adolescente visa a todo o momento o âmbito escolar como ponto de referencia e confiança para a sua vida pessoal.",3,PUD002-2014.1-A
